序号,歌名,作者/原唱,最新链接,最新投稿时间,BVID,分P
364,ピースサイン,米津玄師,https://www.bilibili.com/video/BV18LwBzCEAL?p=5,2026-03-19 00:41:35,BV18LwBzCEAL,5
365,宇宙戦艦ヤマト,ささきいさお,https://www.bilibili.com/video/BV18LwBzCEAL?p=13,2026-03-19 00:41:35,BV18LwBzCEAL,13
366,銀河鉄道999,ゴダイゴ,https://www.bilibili.com/video/BV18LwBzCEAL?p=14,2026-03-19 00:41:35,BV18LwBzCEAL,14
367,Fly Me To The Moon,Bart HowardKaye Ballard,https://www.bilibili.com/video/BV1D2wozNEb9?p=11,2026-03-18 00:28:51,BV1D2wozNEb9,11
368,on the rocks,MEIKOKAITOOSTER project,https://www.bilibili.com/video/BV1D2wozNEb9?p=2,2026-03-18 00:28:51,BV1D2wozNEb9,2
369,PIANO*GIRL,OSTER project,https://www.bilibili.com/video/BV1D2wozNEb9?p=6,2026-03-18 00:28:51,BV1D2wozNEb9,6
370,シザーハンズ,Nem,https://www.bilibili.com/video/BV1D2wozNEb9?p=10,2026-03-18 00:28:51,BV1D2wozNEb9,10
371,はじめてのチュウ,あんしんパパ,https://www.bilibili.com/video/BV1D2wozNEb9?p=8,2026-03-18 00:28:51,BV1D2wozNEb9,8
372,ミルククラウン・オン・ソーネチカ,ユジー&初音ミク,https://www.bilibili.com/video/BV1D2wozNEb9?p=5,2026-03-18 00:28:51,BV1D2wozNEb9,5
373,ワンルームオールザットジャズ,DATEKEN,https://www.bilibili.com/video/BV1D2wozNEb9?p=13,2026-03-18 00:28:51,BV1D2wozNEb9,13
374,女の子は誰でも,東京事変,https://www.bilibili.com/video/BV1D2wozNEb9?p=12,2026-03-18 00:28:51,BV1D2wozNEb9,12
375,人生は夢だらけ,椎名林檎,https://www.bilibili.com/video/BV1D2wozNEb9?p=16,2026-03-18 00:28:51,BV1D2wozNEb9,16
376,秒針を噛む,ずっと真夜中でいいのに。,https://www.bilibili.com/video/BV1D2wozNEb9?p=1,2026-03-18 00:28:51,BV1D2wozNEb9,1
377,蜜月アン・ドゥ・トロワ,DATEKEN,https://www.bilibili.com/video/BV1D2wozNEb9?p=7,2026-03-18 00:28:51,BV1D2wozNEb9,7
378,HAPPY BIRTHDAY,back number,https://www.bilibili.com/video/BV1R2wQzfEuY?p=29,2026-03-17 11:34:24,BV1R2wQzfEuY,29
379,MONSTER,嵐,https://www.bilibili.com/video/BV1R2wQzfEuY?p=31,2026-03-17 11:34:24,BV1R2wQzfEuY,31
380,Pretender,Official髭男dism,https://www.bilibili.com/video/BV1R2wQzfEuY?p=28,2026-03-17 11:34:24,BV1R2wQzfEuY,28
381,Tot Musica,Ado,https://www.bilibili.com/video/BV1R2wQzfEuY?p=11,2026-03-17 11:34:24,BV1R2wQzfEuY,11
382,エウレカ,柊キライ_v flower,https://www.bilibili.com/video/BV1R2wQzfEuY?p=3,2026-03-17 11:34:24,BV1R2wQzfEuY,3
383,シャンティ,wotaku,https://www.bilibili.com/video/BV1R2wQzfEuY?p=8,2026-03-17 11:34:24,BV1R2wQzfEuY,8
384,トドカナイカラ,平井堅,https://www.bilibili.com/video/BV1R2wQzfEuY?p=33,2026-03-17 11:34:24,BV1R2wQzfEuY,33
385,バットオンリーユー,ryo (supercell),https://www.bilibili.com/video/BV1R2wQzfEuY?p=9,2026-03-17 11:34:24,BV1R2wQzfEuY,9
386,ひゅ～どろどろ,蜂屋ななし&初音ミク&MEIKO,https://www.bilibili.com/video/BV1R2wQzfEuY?p=17,2026-03-17 11:34:24,BV1R2wQzfEuY,17
387,ファタール,GEMN,https://www.bilibili.com/video/BV1R2wQzfEuY?p=15,2026-03-17 11:34:24,BV1R2wQzfEuY,15
388,フィクサー,ぬゆり,https://www.bilibili.com/video/BV1R2wQzfEuY?p=14,2026-03-17 11:34:24,BV1R2wQzfEuY,14
389,ボッカデラベリタ,feat. v flower,https://www.bilibili.com/video/BV1R2wQzfEuY?p=4,2026-03-17 11:34:24,BV1R2wQzfEuY,4
390,もう恋なんてしない,槇原敬之,https://www.bilibili.com/video/BV1R2wQzfEuY?p=23,2026-03-17 11:34:24,BV1R2wQzfEuY,23
391,ロウワー,ぬゆり,https://www.bilibili.com/video/BV1R2wQzfEuY?p=16,2026-03-17 11:34:24,BV1R2wQzfEuY,16
392,ロメオ,HoneyWorks&内山昂輝&島﨑信長,https://www.bilibili.com/video/BV1R2wQzfEuY?p=27,2026-03-17 11:34:24,BV1R2wQzfEuY,27
393,廻廻奇譚,Eve,https://www.bilibili.com/video/BV1R2wQzfEuY?p=13,2026-03-17 11:34:24,BV1R2wQzfEuY,13
394,小悪魔だってかまわない！,HoneyWorks feat. 初音ミク,https://www.bilibili.com/video/BV1R2wQzfEuY?p=26,2026-03-17 11:34:24,BV1R2wQzfEuY,26
395,恋の魔法,菅原纱由理,https://www.bilibili.com/video/BV1R2wQzfEuY?p=20,2026-03-17 11:34:24,BV1R2wQzfEuY,20
396,366日,HY,https://www.bilibili.com/video/BV1b3wPzEEvs?p=27,2026-03-12 19:31:32,BV1b3wPzEEvs,27
397,I LOVE...,Official髭男dism,https://www.bilibili.com/video/BV1b3wPzEEvs?p=24,2026-03-12 19:31:32,BV1b3wPzEEvs,24
398,Loser,米津玄師,https://www.bilibili.com/video/BV1b3wPzEEvs?p=46,2026-03-12 19:31:32,BV1b3wPzEEvs,46
399,RAIN,SEKAI NO OWARI,https://www.bilibili.com/video/BV1b3wPzEEvs?p=54,2026-03-12 19:31:32,BV1b3wPzEEvs,54
400,あこがれの夏,ピエール瀧,https://www.bilibili.com/video/BV1b3wPzEEvs?p=60,2026-03-12 19:31:32,BV1b3wPzEEvs,60
401,からくりピエロ,40mP,https://www.bilibili.com/video/BV1b3wPzEEvs?p=39,2026-03-12 19:31:32,BV1b3wPzEEvs,39
402,ぎゅっと。,もさを。,https://www.bilibili.com/video/BV1b3wPzEEvs?p=32,2026-03-12 19:31:32,BV1b3wPzEEvs,32
403,ハッピーシンセサイザ,EasyPop,https://www.bilibili.com/video/BV1b3wPzEEvs?p=21,2026-03-12 19:31:32,BV1b3wPzEEvs,21
404,ヒバナ,DECO*27,https://www.bilibili.com/video/BV1b3wPzEEvs?p=6,2026-03-12 19:31:32,BV1b3wPzEEvs,6
405,ブライトサイン,Meychan,https://www.bilibili.com/video/BV1b3wPzEEvs?p=51,2026-03-12 19:31:32,BV1b3wPzEEvs,51
406,メルト,ryo(supercell),https://www.bilibili.com/video/BV1b3wPzEEvs?p=22,2026-03-12 19:31:32,BV1b3wPzEEvs,22
407,ラブ・イズ・オーバー,欧陽菲菲,https://www.bilibili.com/video/BV1b3wPzEEvs?p=30,2026-03-12 19:31:32,BV1b3wPzEEvs,30
408,ラプラス,Meychan,https://www.bilibili.com/video/BV1b3wPzEEvs?p=52,2026-03-12 19:31:32,BV1b3wPzEEvs,52
409,ロスタイムメモリー,じん,https://www.bilibili.com/video/BV1b3wPzEEvs?p=65,2026-03-12 19:31:32,BV1b3wPzEEvs,65
410,花,ORANGE RANGE,https://www.bilibili.com/video/BV1b3wPzEEvs?p=4,2026-03-12 19:31:32,BV1b3wPzEEvs,4
411,花は咲く,花は咲くプロジェクト,https://www.bilibili.com/video/BV1b3wPzEEvs?p=8,2026-03-12 19:31:32,BV1b3wPzEEvs,8
412,花瓶に触れた,須田景凪v flower,https://www.bilibili.com/video/BV1b3wPzEEvs?p=3,2026-03-12 19:31:32,BV1b3wPzEEvs,3
413,金木犀,くじら,https://www.bilibili.com/video/BV1b3wPzEEvs?p=14,2026-03-12 19:31:32,BV1b3wPzEEvs,14
414,高嶺の花子さん,back number,https://www.bilibili.com/video/BV1b3wPzEEvs?p=34,2026-03-12 19:31:32,BV1b3wPzEEvs,34
415,糸,中島みゆき,https://www.bilibili.com/video/BV1b3wPzEEvs?p=28,2026-03-12 19:31:32,BV1b3wPzEEvs,28
416,赤いスイートピー,松田聖子,https://www.bilibili.com/video/BV1b3wPzEEvs?p=12,2026-03-12 19:31:32,BV1b3wPzEEvs,12
417,地球最後の告白を,kemu feat.GUMI,https://www.bilibili.com/video/BV1b3wPzEEvs?p=37,2026-03-12 19:31:32,BV1b3wPzEEvs,37
418,虹色の戦争,SEKAI NO OWARI,https://www.bilibili.com/video/BV1b3wPzEEvs?p=55,2026-03-12 19:31:32,BV1b3wPzEEvs,55
419,不可幸力,Vaundy,https://www.bilibili.com/video/BV1b3wPzEEvs?p=23,2026-03-12 19:31:32,BV1b3wPzEEvs,23
420,魔法の絨毯,川崎鷹也,https://www.bilibili.com/video/BV1b3wPzEEvs?p=53,2026-03-12 19:31:32,BV1b3wPzEEvs,53
