title,artist,sourceAlias,source,collection,link,bvid,page,pubdate,pubdateFormatted,viewCount,cover,normalizedTitle,vocaloidReasons
トリノコシティ,40㍍P,CULUA,culua.js,【歌切】[2026-04-23]海苔饭的心情｜CULUA的歌单第30弹 CULUA,https://www.bilibili.com/video/BV1tjLa61E1y?p=9,BV1tjLa61E1y,9,1779397600,2026-05-22 05:06:40,392,https://i1.hdslb.com/bfs/archive/816773c53b4599fba30c875973f2fe8cf95f8f3f.png@160w_90h_1c.webp,トリノコシティ,P主/术力口作者:40mP | 已知术力口曲名:トリノコシティ
恋愛裁判,40㍍P,CULUA,culua.js,【歌切】[2026-04-23]海苔饭的心情｜CULUA的歌单第30弹 CULUA,https://www.bilibili.com/video/BV1tjLa61E1y?p=10,BV1tjLa61E1y,10,1779397600,2026-05-22 05:06:40,392,https://i1.hdslb.com/bfs/archive/816773c53b4599fba30c875973f2fe8cf95f8f3f.png@160w_90h_1c.webp,恋愛裁判,P主/术力口作者:40mP | 已知术力口曲名:恋愛裁判
ハッピーシンセサイザ,Easy Pop,CULUA,culua.js,【歌切】[2026-04-23]海苔饭的心情｜CULUA的歌单第30弹 CULUA,https://www.bilibili.com/video/BV1tjLa61E1y?p=11,BV1tjLa61E1y,11,1779397600,2026-05-22 05:06:40,392,https://i1.hdslb.com/bfs/archive/816773c53b4599fba30c875973f2fe8cf95f8f3f.png@160w_90h_1c.webp,ハッピシンセサイザ,已知术力口曲名:ハッピーシンセサイザ
メランコリック,Junky,CULUA,culua.js,【歌切】[2026-04-23]海苔饭的心情｜CULUA的歌单第30弹 CULUA,https://www.bilibili.com/video/BV1tjLa61E1y?p=12,BV1tjLa61E1y,12,1779397600,2026-05-22 05:06:40,392,https://i1.hdslb.com/bfs/archive/816773c53b4599fba30c875973f2fe8cf95f8f3f.png@160w_90h_1c.webp,メランコリック,P主/术力口作者:Junky
シネマ,Ayase,CULUA,culua.js,【歌切】[2026-04-20]都市的夜晚令人兴奋。｜舒缓的歌单第29弹 CULUA,https://www.bilibili.com/video/BV1XGLa6EE3u?p=2,BV1XGLa6EE3u,2,1779397192,2026-05-22 04:59:52,434,https://i1.hdslb.com/bfs/archive/631636bdabbd232dcf0ea03d677991873f2a20c3.png@160w_90h_1c.webp,シネマ,P主/术力口作者:Ayase | 已知术力口曲名:シネマ
シニカルナイトプラン,Ayase,CULUA,culua.js,【歌切】[2026-04-20]都市的夜晚令人兴奋。｜舒缓的歌单第29弹 CULUA,https://www.bilibili.com/video/BV1XGLa6EE3u?p=3,BV1XGLa6EE3u,3,1779397192,2026-05-22 04:59:52,434,https://i1.hdslb.com/bfs/archive/631636bdabbd232dcf0ea03d677991873f2a20c3.png@160w_90h_1c.webp,シニカルナイトプラン,P主/术力口作者:Ayase
幽靈東京,Ayase,CULUA,culua.js,【歌切】[2026-04-20]都市的夜晚令人兴奋。｜舒缓的歌单第29弹 CULUA,https://www.bilibili.com/video/BV1XGLa6EE3u?p=4,BV1XGLa6EE3u,4,1779397192,2026-05-22 04:59:52,434,https://i1.hdslb.com/bfs/archive/631636bdabbd232dcf0ea03d677991873f2a20c3.png@160w_90h_1c.webp,幽靈東京,P主/术力口作者:Ayase
酔いどれ知らず,Kanaria,CULUA,culua.js,【歌切】[2026-04-20]都市的夜晚令人兴奋。｜舒缓的歌单第29弹 CULUA,https://www.bilibili.com/video/BV1XGLa6EE3u?p=7,BV1XGLa6EE3u,7,1779397192,2026-05-22 04:59:52,434,https://i1.hdslb.com/bfs/archive/631636bdabbd232dcf0ea03d677991873f2a20c3.png@160w_90h_1c.webp,酔いどれ知らず,P主/术力口作者:Kanaria | 已知术力口曲名:酔いどれ知らず
ロンリーユニバース,Aqu3ra,CULUA,culua.js,【歌切】[2026-04-20]都市的夜晚令人兴奋。｜舒缓的歌单第29弹 CULUA,https://www.bilibili.com/video/BV1XGLa6EE3u?p=10,BV1XGLa6EE3u,10,1779397192,2026-05-22 04:59:52,434,https://i1.hdslb.com/bfs/archive/631636bdabbd232dcf0ea03d677991873f2a20c3.png@160w_90h_1c.webp,ロンリユニバス,P主/术力口作者:Aqu3ra
絶え間なく藍色,獅子志司,CULUA,culua.js,【歌切】[2026-04-20]都市的夜晚令人兴奋。｜舒缓的歌单第29弹 CULUA,https://www.bilibili.com/video/BV1XGLa6EE3u?p=11,BV1XGLa6EE3u,11,1779397192,2026-05-22 04:59:52,434,https://i1.hdslb.com/bfs/archive/631636bdabbd232dcf0ea03d677991873f2a20c3.png@160w_90h_1c.webp,絶え間なく藍色,已知术力口曲名:絶え間なく藍色
限りなく灰色へ,すりぃ,CULUA,culua.js,【歌切】[2026-04-20]都市的夜晚令人兴奋。｜舒缓的歌单第29弹 CULUA,https://www.bilibili.com/video/BV1XGLa6EE3u?p=13,BV1XGLa6EE3u,13,1779397192,2026-05-22 04:59:52,434,https://i1.hdslb.com/bfs/archive/631636bdabbd232dcf0ea03d677991873f2a20c3.png@160w_90h_1c.webp,限りなく灰色へ,P主/术力口作者:すりぃ | 已知术力口曲名:限りなく灰色へ
翡翠のまち,メル feat. 初音ミク,はるこたつぶとん倶楽部,kotatsu.js,【♧🎸歌切】[2026-05-20]睡眠・工作用直播｜深夜的街道，一个人的体温 KOTATSU Ch.はる こたつぶとん倶楽部,https://www.bilibili.com/video/BV1YRLp6ZEP6?p=16,BV1YRLp6ZEP6,16,1779316748,2026-05-21 06:39:08,471,https://i2.hdslb.com/bfs/archive/c56b70ac4876ef953745bbd6fafff66fccb0cfbe.png@160w_90h_1c.webp,翡翠のまち,音源/术力口词:初音ミク
アイロニ,すこっぷ feat. 初音ミク,はるこたつぶとん倶楽部,kotatsu.js,【♧🎸歌切】[2026-05-20]睡眠・工作用直播｜深夜的街道，一个人的体温 KOTATSU Ch.はる こたつぶとん倶楽部,https://www.bilibili.com/video/BV1YRLp6ZEP6?p=29,BV1YRLp6ZEP6,29,1779316748,2026-05-21 06:39:08,471,https://i2.hdslb.com/bfs/archive/c56b70ac4876ef953745bbd6fafff66fccb0cfbe.png@160w_90h_1c.webp,アイロニ,音源/术力口词:初音ミク | P主/术力口作者:すこっぷ | 已知术力口曲名:アイロニ
はなれ、ばなれ,古川P feat. 初音ミク,はるこたつぶとん倶楽部,kotatsu.js,【♧🎸歌切】[2026-05-20]睡眠・工作用直播｜深夜的街道，一个人的体温 KOTATSU Ch.はる こたつぶとん倶楽部,https://www.bilibili.com/video/BV1YRLp6ZEP6?p=32,BV1YRLp6ZEP6,32,1779316748,2026-05-21 06:39:08,471,https://i2.hdslb.com/bfs/archive/c56b70ac4876ef953745bbd6fafff66fccb0cfbe.png@160w_90h_1c.webp,はなれ、ばなれ,音源/术力口词:初音ミク
夜明けと蛍,n-buna feat. 初音ミク,はるこたつぶとん倶楽部,kotatsu.js,【♧🎸歌切】[2026-05-20]睡眠・工作用直播｜深夜的街道，一个人的体温 KOTATSU Ch.はる こたつぶとん倶楽部,https://www.bilibili.com/video/BV1YRLp6ZEP6?p=41,BV1YRLp6ZEP6,41,1779316748,2026-05-21 06:39:08,471,https://i2.hdslb.com/bfs/archive/c56b70ac4876ef953745bbd6fafff66fccb0cfbe.png@160w_90h_1c.webp,夜明けと蛍,音源/术力口词:初音ミク | P主/术力口作者:n-buna | 已知术力口曲名:夜明けと蛍
花降らし,n-buna,澄花,sumica.js,【歌切】[2026-05-20]心安的弹唱🌟多唱一些舒缓曲目，用原声吉他歌唱♩ -sumica-澄花,https://www.bilibili.com/video/BV13zLW6ZEsg?p=8,BV13zLW6ZEsg,8,1779313229,2026-05-21 05:40:29,437,https://i1.hdslb.com/bfs/archive/d5c101aa4e0defe56c66a6657ae936cebfca0465.png@160w_90h_1c.webp,花降らし,P主/术力口作者:n-buna
モニタリング,DECO*27,なれたん,naraetan.js,【歌切】[2026-05-20]初次来访的朋友和老观众们都热烈欢迎😉 なれたん Naraetan Ch.,https://www.bilibili.com/video/BV1jbLW6vEY9?p=11,BV1jbLW6vEY9,11,1779311801,2026-05-21 05:16:41,216,https://i1.hdslb.com/bfs/archive/706f37382424663abed99e4a24a514eadb0d199c.png@160w_90h_1c.webp,モニタリング,P主/术力口作者:DECO*27
からくりピエロ,40mP,すとらてぃあ-Stratia,stratia.js,【歌切】[2026-05-20]悠闲地唱会儿歌🦋🩵请听一首歌再走吧！ すとらてぃあ-Stratia,https://www.bilibili.com/video/BV1AZLW61EAP?p=1,BV1AZLW61EAP,1,1779310231,2026-05-21 04:50:31,803,https://i0.hdslb.com/bfs/archive/a4d654b39e1055a0c3c1d9ead26634e989ee6e5f.png@160w_90h_1c.webp,からくりピエロ,P主/术力口作者:40mP | 已知术力口曲名:からくりピエロ
サマータイムレコード,じん,すとらてぃあ-Stratia,stratia.js,【歌切】[2026-05-20]悠闲地唱会儿歌🦋🩵请听一首歌再走吧！ すとらてぃあ-Stratia,https://www.bilibili.com/video/BV1AZLW61EAP?p=2,BV1AZLW61EAP,2,1779310231,2026-05-21 04:50:31,803,https://i0.hdslb.com/bfs/archive/a4d654b39e1055a0c3c1d9ead26634e989ee6e5f.png@160w_90h_1c.webp,サマタイムレコド,P主/术力口作者:じん | 已知术力口曲名:サマータイムレコード
アヤノの幸福理論,じん,すとらてぃあ-Stratia,stratia.js,【歌切】[2026-05-20]悠闲地唱会儿歌🦋🩵请听一首歌再走吧！ すとらてぃあ-Stratia,https://www.bilibili.com/video/BV1AZLW61EAP?p=3,BV1AZLW61EAP,3,1779310231,2026-05-21 04:50:31,803,https://i0.hdslb.com/bfs/archive/a4d654b39e1055a0c3c1d9ead26634e989ee6e5f.png@160w_90h_1c.webp,アヤノの幸福理論,P主/术力口作者:じん | 已知术力口曲名:アヤノの幸福理論
少年ブレイヴ,じん,すとらてぃあ-Stratia,stratia.js,【歌切】[2026-05-20]悠闲地唱会儿歌🦋🩵请听一首歌再走吧！ すとらてぃあ-Stratia,https://www.bilibili.com/video/BV1AZLW61EAP?p=4,BV1AZLW61EAP,4,1779310231,2026-05-21 04:50:31,803,https://i0.hdslb.com/bfs/archive/a4d654b39e1055a0c3c1d9ead26634e989ee6e5f.png@160w_90h_1c.webp,少年ブレイヴ,P主/术力口作者:じん
サマータイムレコード,じん feat. IA,紅葉丸,momijimaru.js,【🍁歌切】[2026-05-20]早上好！来一场悠闲的杂谈和歌回吧🍁✨ 紅葉丸チャンネル Momijimaru,https://www.bilibili.com/video/BV1oTLs6BEA5?p=3,BV1oTLs6BEA5,3,1779309434,2026-05-21 04:37:14,113,https://i0.hdslb.com/bfs/archive/137f5bf50b2247d03e5415dea2f7bde97f5fff94.png@160w_90h_1c.webp,サマタイムレコド,音源/术力口词:IA | P主/术力口作者:じん | 已知术力口曲名:サマータイムレコード
デイブレイクフロントライン,Orangestar feat. IA,紅葉丸,momijimaru.js,【🍁歌切】[2026-05-20]早上好！来一场悠闲的杂谈和歌回吧🍁✨ 紅葉丸チャンネル Momijimaru,https://www.bilibili.com/video/BV1oTLs6BEA5?p=6,BV1oTLs6BEA5,6,1779309434,2026-05-21 04:37:14,113,https://i0.hdslb.com/bfs/archive/137f5bf50b2247d03e5415dea2f7bde97f5fff94.png@160w_90h_1c.webp,デイブレイクフロントライン,音源/术力口词:IA | P主/术力口作者:Orangestar
シャリューゲ,*Luna feat. 音街ウナ・Rana,紅葉丸,momijimaru.js,【🍁歌切】[2026-05-20]早上好！来一场悠闲的杂谈和歌回吧🍁✨ 紅葉丸チャンネル Momijimaru,https://www.bilibili.com/video/BV1oTLs6BEA5?p=7,BV1oTLs6BEA5,7,1779309434,2026-05-21 04:37:14,113,https://i0.hdslb.com/bfs/archive/137f5bf50b2247d03e5415dea2f7bde97f5fff94.png@160w_90h_1c.webp,シャリュゲ,音源/术力口词:音街ウナ
ホシアイ,レフティーモンスターP feat. GUMI,非常驻妹妹,others.js,歌切 2026-05-20 葉月ひな🌱🎶 UJE6Y6fAJxg 有通知！在悠闲的夜晚时光里享受治愈的长笛演奏〜！！,https://www.bilibili.com/video/BV1ZPLs66EE3?p=8,BV1ZPLs66EE3,8,1779308893,2026-05-21 04:28:13,271,https://i2.hdslb.com/bfs/archive/281d9adccf452dfcef6f1d4b858c0b2e950172d3.png@160w_90h_1c.webp,ホシアイ,音源/术力口词:GUMI/Megpoid
フォニイ,ツミキ,非常驻妹妹,others.js,歌切 2026-05-20 葉月ひな🌱🎶 UJE6Y6fAJxg 有通知！在悠闲的夜晚时光里享受治愈的长笛演奏〜！！,https://www.bilibili.com/video/BV1ZPLs66EE3?p=10,BV1ZPLs66EE3,10,1779308893,2026-05-21 04:28:13,271,https://i2.hdslb.com/bfs/archive/281d9adccf452dfcef6f1d4b858c0b2e950172d3.png@160w_90h_1c.webp,フォニイ,P主/术力口作者:ツミキ | 已知术力口曲名:フォニイ
夏の半券,みきとP,Figaro,figaro.js,【💐歌切】[2026-05-19]出道2222日纪念直播！ Figaro,https://www.bilibili.com/video/BV1htL66gEte?p=9,BV1htL66gEte,9,1779217471,2026-05-20 03:04:31,271,https://i0.hdslb.com/bfs/archive/bb4d27ac5058aa3def5d09237e9b648c809c02b4.png@160w_90h_1c.webp,夏の半券,P主/术力口作者:みきとP
少女レイ,みきとP,Figaro,figaro.js,【💐歌切】[2026-05-19]出道2222日纪念直播！ Figaro,https://www.bilibili.com/video/BV1htL66gEte?p=10,BV1htL66gEte,10,1779217471,2026-05-20 03:04:31,271,https://i0.hdslb.com/bfs/archive/bb4d27ac5058aa3def5d09237e9b648c809c02b4.png@160w_90h_1c.webp,少女レイ,P主/术力口作者:みきとP | 已知术力口曲名:少女レイ
朱色の砂浜,みきとP,Figaro,figaro.js,【💐歌切】[2026-05-19]出道2222日纪念直播！ Figaro,https://www.bilibili.com/video/BV1htL66gEte?p=11,BV1htL66gEte,11,1779217471,2026-05-20 03:04:31,271,https://i0.hdslb.com/bfs/archive/bb4d27ac5058aa3def5d09237e9b648c809c02b4.png@160w_90h_1c.webp,朱色の砂浜,P主/术力口作者:みきとP
ロミオとシンデレラ,doriko feat. 初音ミク,なれたん,naraetan.js,【歌切】[2026-05-19]来听听看我唱得好不好‼️👩‍🎤请听完告诉我吧 なれたん Naraetan Ch.,https://www.bilibili.com/video/BV1apL66CE2i?p=4,BV1apL66CE2i,4,1779217291,2026-05-20 03:01:31,296,https://i0.hdslb.com/bfs/archive/d0456de8a52ddee83e4d870fa1d56faefa4ac3e2.png@160w_90h_1c.webp,ロミオとシンデレラ,音源/术力口词:初音ミク | P主/术力口作者:doriko | 已知术力口曲名:ロミオとシンデレラ
炉心融解,iroha feat. 鏡音リン,なれたん,naraetan.js,【歌切】[2026-05-19]来听听看我唱得好不好‼️👩‍🎤请听完告诉我吧 なれたん Naraetan Ch.,https://www.bilibili.com/video/BV1apL66CE2i?p=9,BV1apL66CE2i,9,1779217291,2026-05-20 03:01:31,296,https://i0.hdslb.com/bfs/archive/d0456de8a52ddee83e4d870fa1d56faefa4ac3e2.png@160w_90h_1c.webp,炉心融解,音源/术力口词:鏡音リン/レン | P主/术力口作者:iroha | 已知术力口曲名:炉心融解
翡翠のまち,メル feat. 初音ミク,山田シャロ,yamadasharo.js,【歌切】[2026-05-10]第一次直播、初次见面✨我是Vsinger山田シャロ🎤👑🍻 SHALO YAMADA -Vsinger-,https://www.bilibili.com/video/BV179L66pE1f?p=11,BV179L66pE1f,11,1779216283,2026-05-20 02:44:43,5692,https://i2.hdslb.com/bfs/archive/242a40231b447d4c3f6c1cd6e4d9b4e94bd4e7d5.png@160w_90h_1c.webp,翡翠のまち,音源/术力口词:初音ミク
幽霊東京,Ayase feat. 初音ミク,山田シャロ,yamadasharo.js,【歌切】[2026-05-10]第一次直播、初次见面✨我是Vsinger山田シャロ🎤👑🍻 SHALO YAMADA -Vsinger-,https://www.bilibili.com/video/BV179L66pE1f?p=13,BV179L66pE1f,13,1779216283,2026-05-20 02:44:43,5692,https://i2.hdslb.com/bfs/archive/242a40231b447d4c3f6c1cd6e4d9b4e94bd4e7d5.png@160w_90h_1c.webp,幽霊東京,音源/术力口词:初音ミク | P主/术力口作者:Ayase | 已知术力口曲名:幽霊東京
恋愛裁判,40mP feat. 初音ミク,山田シャロ,yamadasharo.js,【歌切】[2026-05-10]第一次直播、初次见面✨我是Vsinger山田シャロ🎤👑🍻 SHALO YAMADA -Vsinger-,https://www.bilibili.com/video/BV179L66pE1f?p=14,BV179L66pE1f,14,1779216283,2026-05-20 02:44:43,5692,https://i2.hdslb.com/bfs/archive/242a40231b447d4c3f6c1cd6e4d9b4e94bd4e7d5.png@160w_90h_1c.webp,恋愛裁判,音源/术力口词:初音ミク | P主/术力口作者:40mP | 已知术力口曲名:恋愛裁判
Bad ∞ End ∞ Night,ひとしずく×やま△ feat. 初音ミク、鏡音リン・レン、巡音ルカ、KAITO、MEIKO、GUMI、神威がくぽ,山田シャロ,yamadasharo.js,【歌切】[2026-05-10]第一次直播、初次见面✨我是Vsinger山田シャロ🎤👑🍻 SHALO YAMADA -Vsinger-,https://www.bilibili.com/video/BV179L66pE1f?p=15,BV179L66pE1f,15,1779216283,2026-05-20 02:44:43,5692,https://i2.hdslb.com/bfs/archive/242a40231b447d4c3f6c1cd6e4d9b4e94bd4e7d5.png@160w_90h_1c.webp,bad∞end∞night,音源/术力口词:初音ミク | 音源/术力口词:鏡音リン/レン | 音源/术力口词:巡音ルカ | 音源/术力口词:MEIKO | 音源/术力口词:KAITO | 音源/术力口词:GUMI/Megpoid | 音源/术力口词:神威がくぽ/Gackpoid
夜咄ディセイブ,じん feat. IA,山田シャロ,yamadasharo.js,【歌切】[2026-05-10]第一次直播、初次见面✨我是Vsinger山田シャロ🎤👑🍻 SHALO YAMADA -Vsinger-,https://www.bilibili.com/video/BV179L66pE1f?p=16,BV179L66pE1f,16,1779216283,2026-05-20 02:44:43,5692,https://i2.hdslb.com/bfs/archive/242a40231b447d4c3f6c1cd6e4d9b4e94bd4e7d5.png@160w_90h_1c.webp,夜咄ディセイブ,音源/术力口词:IA | P主/术力口作者:じん | 已知术力口曲名:夜咄ディセイブ
妄想税,DECO*27 feat. 初音ミク,山田シャロ,yamadasharo.js,【歌切】[2026-05-10]第一次直播、初次见面✨我是Vsinger山田シャロ🎤👑🍻 SHALO YAMADA -Vsinger-,https://www.bilibili.com/video/BV179L66pE1f?p=17,BV179L66pE1f,17,1779216283,2026-05-20 02:44:43,5692,https://i2.hdslb.com/bfs/archive/242a40231b447d4c3f6c1cd6e4d9b4e94bd4e7d5.png@160w_90h_1c.webp,妄想税,音源/术力口词:初音ミク | P主/术力口作者:DECO*27 | 已知术力口曲名:妄想税
シャルル,バルーン feat. v flower,山田シャロ,yamadasharo.js,【歌切】[2026-05-10]第一次直播、初次见面✨我是Vsinger山田シャロ🎤👑🍻 SHALO YAMADA -Vsinger-,https://www.bilibili.com/video/BV179L66pE1f?p=18,BV179L66pE1f,18,1779216283,2026-05-20 02:44:43,5692,https://i2.hdslb.com/bfs/archive/242a40231b447d4c3f6c1cd6e4d9b4e94bd4e7d5.png@160w_90h_1c.webp,シャルル,音源/术力口词:v flower | P主/术力口作者:バルーン | 已知术力口曲名:シャルル
ODDS&ENDS,ryo supercell feat. 初音ミク,山田シャロ,yamadasharo.js,【歌切】[2026-05-10]第一次直播、初次见面✨我是Vsinger山田シャロ🎤👑🍻 SHALO YAMADA -Vsinger-,https://www.bilibili.com/video/BV179L66pE1f?p=19,BV179L66pE1f,19,1779216283,2026-05-20 02:44:43,5692,https://i2.hdslb.com/bfs/archive/242a40231b447d4c3f6c1cd6e4d9b4e94bd4e7d5.png@160w_90h_1c.webp,odds&ends,音源/术力口词:初音ミク | 已知术力口曲名:ODDS&ENDS
ドレミファロンド,40mP feat. 初音ミク,凛々咲,ririsya.js,【🐍歌切】[2026-05-18] 午后的弹唱 凛々咲 / Ririsya,https://www.bilibili.com/video/BV1DULT62EPJ?p=28,BV1DULT62EPJ,28,1779159720,2026-05-19 11:02:00,436,https://i1.hdslb.com/bfs/archive/623282d813c5ef79abd5184fae15774f6ad37aeb.png@160w_90h_1c.webp,ドレミファロンド,音源/术力口词:初音ミク | P主/术力口作者:40mP
メルト,ryo feat. 初音ミク,凛々咲,ririsya.js,【🐍歌切】[2026-05-18] 午后的弹唱 凛々咲 / Ririsya,https://www.bilibili.com/video/BV1DULT62EPJ?p=33,BV1DULT62EPJ,33,1779159720,2026-05-19 11:02:00,436,https://i1.hdslb.com/bfs/archive/623282d813c5ef79abd5184fae15774f6ad37aeb.png@160w_90h_1c.webp,メルト,音源/术力口词:初音ミク | 已知术力口曲名:メルト
Calc.,ジミーサムP feat. 初音ミク,凛々咲,ririsya.js,【🐍歌切】[2026-05-18] 午后的弹唱 凛々咲 / Ririsya,https://www.bilibili.com/video/BV1DULT62EPJ?p=34,BV1DULT62EPJ,34,1779159720,2026-05-19 11:02:00,436,https://i1.hdslb.com/bfs/archive/623282d813c5ef79abd5184fae15774f6ad37aeb.png@160w_90h_1c.webp,calc,音源/术力口词:初音ミク | P主/术力口作者:ジミーサムP | 已知术力口曲名:Calc.
サマータイムレコード,じん feat. IA,凛々咲,ririsya.js,【🐍歌切】[2026-05-18] 午后的弹唱 凛々咲 / Ririsya,https://www.bilibili.com/video/BV1DULT62EPJ?p=35,BV1DULT62EPJ,35,1779159720,2026-05-19 11:02:00,436,https://i1.hdslb.com/bfs/archive/623282d813c5ef79abd5184fae15774f6ad37aeb.png@160w_90h_1c.webp,サマタイムレコド,音源/术力口词:IA | P主/术力口作者:じん | 已知术力口曲名:サマータイムレコード
小夜子,みきとP feat. 初音ミク,凛々咲,ririsya.js,【🐍歌切】[2026-05-18] 午后的弹唱 凛々咲 / Ririsya,https://www.bilibili.com/video/BV1DULT62EPJ?p=36,BV1DULT62EPJ,36,1779159720,2026-05-19 11:02:00,436,https://i1.hdslb.com/bfs/archive/623282d813c5ef79abd5184fae15774f6ad37aeb.png@160w_90h_1c.webp,小夜子,音源/术力口词:初音ミク | P主/术力口作者:みきとP | 已知术力口曲名:小夜子
ハロ/ハワユ,ナノウ(ほえほえP) feat. 初音ミク,戸鎖くくり,kukuri.js,【💫✖歌切】[2026-05-18]最近要注意健康了 kukuri ch * 戸鎖 くくり *,https://www.bilibili.com/video/BV1MMLN6TESj?p=2,BV1MMLN6TESj,2,1779159600,2026-05-19 11:00:00,590,https://i2.hdslb.com/bfs/archive/609c7407a4a2f37016fc2cea8bdbdd56a1b3b3cf.png@160w_90h_1c.webp,ハロハワユ,音源/术力口词:初音ミク | 已知术力口曲名:ハロ／ハワユ
あなたの夜が明けるまで,傘村トータ feat. IA・Fukase,戸鎖くくり,kukuri.js,【💫✖歌切】[2026-05-18]最近要注意健康了 kukuri ch * 戸鎖 くくり *,https://www.bilibili.com/video/BV1MMLN6TESj?p=4,BV1MMLN6TESj,4,1779159600,2026-05-19 11:00:00,590,https://i2.hdslb.com/bfs/archive/609c7407a4a2f37016fc2cea8bdbdd56a1b3b3cf.png@160w_90h_1c.webp,あなたの夜が明けるまで,音源/术力口词:IA | 音源/术力口词:Fukase | P主/术力口作者:傘村トータ
ラプンツェル,n-buna feat. 初音ミク,紅葉丸,momijimaru.js,【🍁歌切】[2026-05-18]一曲如何…!! 治愈系emo弹唱歌回🍁✨ 紅葉丸チャンネル Momijimaru,https://www.bilibili.com/video/BV1K5LN6AE2X?p=4,BV1K5LN6AE2X,4,1779159540,2026-05-19 10:59:00,156,https://i2.hdslb.com/bfs/archive/1d1bb53a2699e7f3dabccdd8551a5865bd0bf123.png@160w_90h_1c.webp,ラプンツェル,音源/术力口词:初音ミク | P主/术力口作者:n-buna
夜もすがら君想ふ,西沢さんP feat. GUMI,紅葉丸,momijimaru.js,【🍁歌切】[2026-05-18]一曲如何…!! 治愈系emo弹唱歌回🍁✨ 紅葉丸チャンネル Momijimaru,https://www.bilibili.com/video/BV1K5LN6AE2X?p=12,BV1K5LN6AE2X,12,1779159540,2026-05-19 10:59:00,156,https://i2.hdslb.com/bfs/archive/1d1bb53a2699e7f3dabccdd8551a5865bd0bf123.png@160w_90h_1c.webp,夜もすがら君想ふ,音源/术力口词:GUMI/Megpoid | P主/术力口作者:西沢さんP
アイロニ,すこっぷ feat. 初音ミク,紅葉丸,momijimaru.js,【🍁歌切】[2026-05-18]一曲如何…!! 治愈系emo弹唱歌回🍁✨ 紅葉丸チャンネル Momijimaru,https://www.bilibili.com/video/BV1K5LN6AE2X?p=18,BV1K5LN6AE2X,18,1779159540,2026-05-19 10:59:00,156,https://i2.hdslb.com/bfs/archive/1d1bb53a2699e7f3dabccdd8551a5865bd0bf123.png@160w_90h_1c.webp,アイロニ,音源/术力口词:初音ミク | P主/术力口作者:すこっぷ | 已知术力口曲名:アイロニ
flos,R Sound Design,深影,mikage.js,歌切 2026-05-19 深影 - Mikage - JMMftM_jiO0 唱满30曲才能结束的歌回,https://www.bilibili.com/video/BV1dCLu6ZEyH?p=12,BV1dCLu6ZEyH,12,1779157648,2026-05-19 10:27:28,1535,https://i2.hdslb.com/bfs/archive/9cdc8ad2495f6d8851251abb3a02d38c7c94826b.png@160w_90h_1c.webp,flos,P主/术力口作者:R Sound Design | 已知术力口曲名:flos
flos,R Sound Design,深影,mikage.js,歌切 2026-05-19 深影 - Mikage - JMMftM_jiO0 唱满30曲才能结束的歌回,https://www.bilibili.com/video/BV1dCLu6ZEyH?p=13,BV1dCLu6ZEyH,13,1779157648,2026-05-19 10:27:28,1535,https://i2.hdslb.com/bfs/archive/9cdc8ad2495f6d8851251abb3a02d38c7c94826b.png@160w_90h_1c.webp,flos,P主/术力口作者:R Sound Design | 已知术力口曲名:flos
命に嫌われている。,カンザキイオリ,深影,mikage.js,歌切 2026-05-19 深影 - Mikage - JMMftM_jiO0 唱满30曲才能结束的歌回,https://www.bilibili.com/video/BV1dCLu6ZEyH?p=15,BV1dCLu6ZEyH,15,1779157648,2026-05-19 10:27:28,1535,https://i2.hdslb.com/bfs/archive/9cdc8ad2495f6d8851251abb3a02d38c7c94826b.png@160w_90h_1c.webp,命に嫌われている,P主/术力口作者:カンザキイオリ | 已知术力口曲名:命に嫌われている。
ケッペキショウ,すこっぷ,深影,mikage.js,歌切 2026-05-19 深影 - Mikage - JMMftM_jiO0 唱满30曲才能结束的歌回,https://www.bilibili.com/video/BV1dCLu6ZEyH?p=18,BV1dCLu6ZEyH,18,1779157648,2026-05-19 10:27:28,1535,https://i2.hdslb.com/bfs/archive/9cdc8ad2495f6d8851251abb3a02d38c7c94826b.png@160w_90h_1c.webp,ケッペキショウ,P主/术力口作者:すこっぷ | 已知术力口曲名:ケッペキショウ
アヤノの幸福理論,じん,深影,mikage.js,歌切 2026-05-19 深影 - Mikage - JMMftM_jiO0 唱满30曲才能结束的歌回,https://www.bilibili.com/video/BV1dCLu6ZEyH?p=20,BV1dCLu6ZEyH,20,1779157648,2026-05-19 10:27:28,1535,https://i2.hdslb.com/bfs/archive/9cdc8ad2495f6d8851251abb3a02d38c7c94826b.png@160w_90h_1c.webp,アヤノの幸福理論,P主/术力口作者:じん | 已知术力口曲名:アヤノの幸福理論
ラプンツェル,n-buna,深影,mikage.js,歌切 2026-05-19 深影 - Mikage - JMMftM_jiO0 唱满30曲才能结束的歌回,https://www.bilibili.com/video/BV1dCLu6ZEyH?p=27,BV1dCLu6ZEyH,27,1779157648,2026-05-19 10:27:28,1535,https://i2.hdslb.com/bfs/archive/9cdc8ad2495f6d8851251abb3a02d38c7c94826b.png@160w_90h_1c.webp,ラプンツェル,P主/术力口作者:n-buna
